Player_Total,Dealer_Card,Has_Ace,Zen_Count,Prob_Win,Prob_Loss,Prob_Draw,Decision
19,7,0,-3,0.14606520741109474,0.7461023671734113,0.10783242541549398,0
17,6,1,-4,0.4545469378513925,0.4797580487865422,0.06569501336206529,0
17,6,1,10,0.6568974932572269,0.126137906868319,0.2,0
13,1,1,3,0.6687254333078525,0.6136055845756925,0.0,1
8,1,1,-3,0.5979323388412168,0.6439946373815835,0.0,1
9,6,0,10,0.6714884061010113,0.21796750857542585,0.11054408532356286,1
6,7,0,5,0.6145386374565058,0.2950171003021772,0.09044426224131696,1
20,5,1,1,0.29813608837818495,0.28959229256687824,0.2,0
10,9,1,-4,0.23524318054180254,0.8229446408423614,0.0,1
4,3,0,-2,0.3668860834665683,0.7292584156849008,0.0,1
6,8,0,-6,0.2984426907876335,0.6532968928381555,0.04826041637421097,1
15,6,1,6,0.39726980553875657,0.6510166491284276,0.0,0
9,2,0,7,0.6455480745276595,0.4646685688636232,0.0,1
21,1,1,10,0.7863146149028077,0.5742689979898121,0.0,0
21,3,0,-1,0.2682821589660785,0.47836128541703865,0.2,0
13,8,0,7,0.4772743645801259,0.4124793872006153,0.11024624821925877,1
6,9,1,0,0.5698304772589771,0.5321703733914005,0.0,1
7,2,0,-4,0.5965921009566169,0.8565400067232668,0.0,1
12,10,0,-4,0.3118249841411689,0.5367898660750728,0.15138514978375828,1
8,5,0,5,0.648956043575684,0.3334332060184164,0.017610750405899545,1
11,6,0,-2,0.5564269847280774,0.37215031493949763,0.07142270033242504,1
13,6,0,-7,0.20217476811312263,0.6802143227969956,0.11761090908988181,0
21,7,1,-10,0.3983152057261779,0.6053964319693461,0.0,0
10,4,1,2,0.6250365959404605,0.5922806832683793,0.0,1
18,5,1,8,0.8385291304491905,0.42730130026711866,0.0,0
7,7,1,5,0.7423211780720914,0.27513465259540515,0.0,1
10,7,1,6,0.6714756099446337,0.591576488409224,0.0,1
9,5,1,10,0.4451170624587765,0.34606742814942754,0.2,1
6,7,1,-10,0.1,0.5131748080421952,0.2,1
6,6,1,2,0.44157119084916024,0.6224126583045748,0.0,1
13,5,0,-3,0.6392626259967586,0.5819783347040415,0.0,0
15,1,1,-3,0.2173131801211307,0.8136658803198564,0.0,1
18,7,1,6,0.33618613086679794,0.4700816606948117,0.19373220843839034,0
10,8,0,-9,0.1,0.6951794372736393,0.2,1
15,9,1,-5,0.19973075162803952,0.6120333422988095,0.188235906073151,1
7,7,1,-10,0.2998499200235499,0.6241867394505727,0.0759633405258775,1
8,7,0,-6,0.3377540639084659,0.8109632629755434,0.0,1
7,5,0,3,0.7148544713958622,0.368055038288026,0.0,1
11,2,1,6,0.6919276794896633,0.43774498335385525,0.0,1
13,4,1,-10,0.35374399651210015,0.6333439543742689,0.012912049113630975,0
13,5,1,-9,0.49162087988605757,0.7659607446121119,0.0,0
16,9,1,-7,0.23571092456869158,0.8130876207908995,0.0,1
11,10,1,5,0.7341616868322803,0.4852847934965433,0.0,1
15,1,1,-8,0.3909812320058538,0.5297523200877094,0.07926644790643678,1
18,7,1,0,0.6885717224816413,0.6896646051625135,0.0,0
16,2,0,-2,0.1975226871186471,0.822574919274967,0.0,0
11,10,0,1,0.6272439504836654,0.637305731136484,0.0,1
19,5,1,5,0.6753202501007045,0.48728973440545953,0.0,0
21,2,0,-2,0.19620206924453978,0.370171820196366,0.2,0
20,9,0,4,0.593414933897481,0.3609957641611853,0.045589301941333704,0
7,3,0,1,0.4538730313589375,0.5900384497249446,0.0,1
9,10,0,-4,0.5813672505411364,0.8094036415473073,0.0,1
9,8,1,-7,0.47246191568339113,0.7203699320612599,0.0,1
8,10,0,-1,0.605079295313631,0.5691673047835323,0.0,1
7,3,1,0,0.3342998608907932,0.5642711271550697,0.10142901195413712,1
6,8,0,-9,0.34444588315168795,0.5293900802776712,0.1261640365706409,1
19,5,0,-4,0.16490712393851942,0.79321787733026,0.04187499873122058,0
8,4,1,-9,0.4725634994600862,0.5101246655897937,0.01731183495012001,1
4,5,0,-10,0.483404529152535,0.871991319677349,0.0,1
12,4,1,-8,0.46609335947430497,0.9,0.0,0
8,1,0,-5,0.2886549412370283,0.7145125741099564,0.0,1
13,10,0,4,0.38162589575269584,0.48783454688180644,0.13053955736549772,1
6,7,1,-5,0.41197390394937994,0.6694774846370045,0.0,1
5,10,0,1,0.42738271365174213,0.7775781629164078,0.0,1
9,2,1,9,0.873255356365261,0.43901992753608504,0.0,1
14,1,0,-9,0.2606701926772346,0.5926206072489876,0.14670920007377775,1
15,9,0,4,0.42234958821823226,0.22900033885174087,0.2,1
10,4,0,2,0.4755319508784662,0.7090559941294214,0.0,1
4,4,1,6,0.5840443595427898,0.6173608079022829,0.0,1
5,10,0,-8,0.14297972585237048,0.48943748265744036,0.2,1
4,4,1,3,0.7312170982425259,0.715285910319607,0.0,1
11,2,0,4,0.4082098469563089,0.5717818119089176,0.020008341134773455,1
4,9,0,5,0.7495443065405561,0.3193928017626,0.0,1
20,2,1,8,0.5041426331298985,0.16132935634155324,0.2,0
20,8,0,-7,0.17592769123158103,0.5291949208855711,0.2,0
14,5,1,-7,0.4407022206993648,0.6107142336718547,0.0,0
13,9,1,9,0.544543301273787,0.24374948567794585,0.2,1
11,3,1,2,0.49271903228422753,0.6234343530298044,0.0,1
7,10,0,-9,0.1,0.875472896237002,0.06389940183724185,1
4,4,1,-8,0.16881839777529425,0.6106341426555805,0.2,1
12,5,0,-7,0.22487154876940763,0.5708989795503363,0.2,0
19,5,0,-6,0.4135006921576677,0.6555876981157597,0.0,0
10,9,1,2,0.6334244898697221,0.592330768123419,0.0,1
5,7,0,-5,0.5966409111171056,0.4226872388780558,0.0,1
21,4,0,4,0.7251938681136215,0.5722864160043478,0.0,0
18,6,1,-9,0.27224763338261193,0.8852576107669536,0.0,0
14,4,0,-8,0.19386955126114327,0.5104431177979051,0.2,0
4,10,0,8,0.5379174385272192,0.3000078500580322,0.1620747114147486,1
12,10,1,-9,0.3393014949565471,0.5156158023478359,0.14508270269561696,1
21,10,1,-4,0.3166541814258033,0.7373255643256299,0.0,0
12,3,0,-9,0.2112672346510054,0.8256125824170419,0.0,1
5,3,0,-5,0.5432179677547879,0.4364693054321608,0.020312726813051296,1
5,9,1,1,0.2953293272570721,0.7289492102227257,0.0,1
16,6,0,8,0.5772433088392075,0.5984847425073146,0.0,0
12,6,1,10,0.7610112702569278,0.15505758299755923,0.08393114674551294,0
17,2,0,-6,0.5598106436878981,0.6380629086835505,0.0,0
10,2,1,-1,0.5191979499377494,0.4092039173329662,0.0715981327292845,1
13,5,0,9,0.5814412193092361,0.33293783192322507,0.08562094876753878,0
6,2,1,5,0.3749153171871815,0.47227602699521076,0.15280865581760772,1
14,6,0,-5,0.3386192234069131,0.7308206021768437,0.0,0
13,2,1,-5,0.3469745576876204,0.4913312565908394,0.16169418572154015,0
20,7,0,4,0.7305705907849674,0.41995573286639903,0.0,0
9,5,0,5,0.7278127757398913,0.6950548162249871,0.0,1
14,7,1,5,0.31138783244954604,0.21868221568019955,0.2,1
10,5,0,-6,0.19185404263872308,0.6712859243789123,0.1368600329823646,1
12,9,1,-8,0.18465902141982635,0.5240441132730288,0.2,1
8,5,1,6,0.4583736746723912,0.46341490360265125,0.07821142172495754,1
19,5,0,1,0.3485119163580761,0.6587381208726572,0.0,0
5,7,1,-3,0.18478792934551125,0.599895652767312,0.2,1
11,8,0,-2,0.2150042162007579,0.4195457946887588,0.2,1
10,3,0,-8,0.25366006729395696,0.8239494480239399,0.0,1
13,1,0,-2,0.2389667145995387,0.7874792322147185,0.0,1
8,10,0,-9,0.17371697405119935,0.5214872254567273,0.2,1
7,4,0,7,0.4019973724464855,0.6178492666178854,0.0,1
16,4,0,0,0.228982161870821,0.63157011860896,0.13944771952021906,0
8,3,1,2,0.32939370077396185,0.3196992069603483,0.2,1
20,2,0,-8,0.10758044127246061,0.5180738564658989,0.2,0
19,2,1,-3,0.49014044953893104,0.8599186200007343,0.0,0
21,1,0,5,0.7798342838253075,0.6878767536626543,0.0,0
4,1,0,-4,0.21398223987681836,0.4616506859096347,0.2,1
13,3,0,8,0.8361042425662687,0.1768967190163637,0.0,0
9,4,1,-8,0.4111391695007607,0.6497727842973476,0.0,1
14,3,1,7,0.8323579540365525,0.19004862709562076,0.0,0
4,4,0,7,0.4306028572310034,0.5595313774902634,0.009865765278733285,1
8,6,0,-8,0.3738486308643372,0.6720127409404929,0.0,1
15,7,0,2,0.30472822307645286,0.539634609907035,0.1556371670165121,1
13,7,0,-10,0.29325114719797374,0.8411051699440852,0.0,1
5,4,0,-10,0.41054082877852144,0.8787551617312459,0.0,1
12,4,1,7,0.5338086234426387,0.23658784745675565,0.2,0
16,5,1,-6,0.2050032743669653,0.5754007219548968,0.2,0
7,10,0,-3,0.3092193264138643,0.5317108656675282,0.15906980791860748,1
16,7,1,7,0.5285610633745366,0.5291565244189946,0.0,1
20,5,0,0,0.637845585563086,0.4144244326895755,0.0,0
17,10,0,9,0.488160615029073,0.14048786439589034,0.2,0
4,2,0,5,0.5479518946054905,0.4532314823636111,0.0,1
8,10,0,7,0.6345259860181761,0.5123885737387975,0.0,1
6,2,1,2,0.49989550881576783,0.38021561153130984,0.11988887965292228,1
13,3,0,-3,0.22169877163334561,0.7575380485498651,0.020763179816789323,0
7,4,0,-4,0.5048336175014175,0.759765833836988,0.0,1
9,6,0,0,0.3911068261386906,0.5408097351686677,0.06808343869264166,1
9,4,0,-5,0.526973331613524,0.8154131802754644,0.0,1
9,10,0,0,0.6883973311221966,0.6652479836705811,0.0,1
19,2,0,6,0.6803533521458751,0.3062867368888481,0.013359910965276778,0
8,4,1,3,0.4252971927295893,0.5474778360070429,0.02722497126336776,1
7,9,0,2,0.5047055122553691,0.42992555108962327,0.06536893665500765,1
12,6,0,-3,0.1435105481450582,0.5721743356833331,0.2,0
5,2,1,-4,0.13157385208794004,0.845443677808776,0.022982470103283914,1
21,8,0,-10,0.1,0.9,0.010593096738537033,0
9,7,1,5,0.7414829179754405,0.516619153815536,0.0,1
12,3,1,1,0.4266003524282019,0.7535770206764643,0.0,1
16,6,0,0,0.2758771157316244,0.7327834084104679,0.0,0
8,10,0,6,0.8069738680513971,0.43792740653008666,0.0,1
15,7,1,-7,0.4548998420569097,0.9,0.0,1
4,10,1,-6,0.36072314210572654,0.4668394268986424,0.17243743099563114,1
10,5,1,3,0.6814549951786655,0.5311240635300896,0.0,1
10,1,0,8,0.8507150955466503,0.4241917789917612,0.0,1
10,5,0,-9,0.16795076023621924,0.8827493213486362,0.0,1
15,7,0,-9,0.31414581258143176,0.8556182440868974,0.0,1
8,5,0,4,0.7184673820851148,0.3234649284435892,0.0,1
7,2,0,-5,0.5249171993780507,0.8528501384952945,0.0,1
11,7,0,-10,0.15793523608601967,0.5898956633934487,0.2,1
8,9,1,10,0.5912475597112039,0.266884005330865,0.1418684349579311,1
11,5,1,4,0.4389502077405609,0.6533911904449275,0.0,1
20,9,0,2,0.3609874311268913,0.6216676805468593,0.017344888326249475,0
17,1,1,-1,0.46367138334235747,0.7126374067582139,0.0,0
5,2,1,2,0.4213215391861895,0.5490502932209935,0.029628167592816945,1
7,5,0,-1,0.5359344833927489,0.618164788014826,0.0,1
12,3,1,2,0.5688276435186547,0.35846429365948645,0.07270806282185882,1
20,2,1,-7,0.3327647173618279,0.5049184662181443,0.16231681642002782,0
17,6,0,2,0.6762981759271852,0.4694436862730193,0.0,0
14,8,1,2,0.46015273505852,0.5322932671475928,0.007553997793887213,1
12,6,0,6,0.38585995819484553,0.3565402849729077,0.2,0
7,1,0,4,0.281585632976651,0.67033580913851,0.04807855788483906,1
5,7,1,-4,0.503419817499144,0.5515947410898431,0.0,1
7,5,0,-4,0.5211875645393682,0.6092986899035234,0.0,1
9,5,0,-3,0.262414400311654,0.7288724992154689,0.0087131004728771,1
18,2,1,3,0.29670157624916343,0.4948322225875961,0.2,0
17,8,1,9,0.7627407323706972,0.4265338726716576,0.0,0
9,2,0,-9,0.49997783779759025,0.6681015087539728,0.0,1
20,5,0,9,0.7848041030079953,0.1753591189799385,0.0398367780120662,0
15,1,0,5,0.721238252533119,0.6283080483086049,0.0,1
14,2,1,0,0.5583177246432002,0.3278933068312086,0.11378896852559128,0
6,6,0,-7,0.23856925427533116,0.5522426102634737,0.2,1
13,10,1,-1,0.621960623632074,0.7544615311694045,0.0,1
11,2,1,4,0.7010673718599217,0.6077308566872139,0.0,1
10,8,1,10,0.5190454169349473,0.3547659206258485,0.12618866243920412,1
7,6,1,-6,0.4099418698811661,0.7620412465431766,0.0,1
16,2,0,4,0.5269552349965121,0.6232391448701396,0.0,0
5,4,0,-9,0.16524046331039305,0.6704987359121948,0.16426080077741223,1
10,2,0,5,0.7599934196042065,0.2761094271657386,0.0,1
8,7,1,-6,0.4150589749989485,0.7036940551270009,0.0,1
11,2,0,-8,0.1,0.5690466588983254,0.2,1
11,2,1,8,0.3686148087460138,0.39831584207947157,0.2,1
10,2,0,-1,0.2177108077465161,0.35426489942901557,0.2,1
11,4,0,-4,0.37181898176755906,0.8400590558786207,0.0,1
4,4,0,10,0.8187858861435091,0.39978955392755516,0.0,1
19,4,1,-8,0.1647224842129074,0.7020520463487928,0.13322546943829983,0
12,1,0,5,0.5306902543344877,0.31121394826293325,0.15809579740257906,1
19,5,1,-7,0.44728652735437147,0.5252365370935875,0.027476935552041004,0
13,5,0,6,0.4644972226954313,0.5917677228760391,0.0,0
19,9,1,-10,0.39556316884740855,0.9,0.0,0
15,2,1,-2,0.4329120338263634,0.6050136646690826,0.0,0
9,5,1,-3,0.3674889042753463,0.5885283606699212,0.04398273505473249,1
4,3,0,3,0.2857015295540604,0.5007364517777706,0.2,1
5,5,0,-5,0.2044901861288658,0.7541309541142435,0.04137885975689071,1
5,8,0,1,0.4056067085857979,0.7260103404776336,0.0,1
17,2,1,-10,0.46075585793524926,0.6213350308285357,0.0,0
15,2,1,10,0.6260102235501793,0.31842115571632884,0.05556862073349178,0
8,5,1,7,0.3544226107886029,0.42322861116423416,0.2,1
8,5,0,3,0.5861743792072112,0.6077661446918963,0.0,1
19,8,0,-5,0.5256590547940163,0.5010538138292732,0.0,0
19,10,1,1,0.47373747123893717,0.7374184045824708,0.0,0
12,6,1,9,0.42894753515166284,0.39346235747372477,0.17759010737461245,0
16,1,0,-7,0.4981924485482383,0.6769670322014177,0.0,1
13,9,1,-1,0.38141122115625964,0.7085601444278627,0.0,1
10,6,1,1,0.6476383756564068,0.739133035864477,0.0,1
18,4,0,-5,0.1021336624815474,0.7475435076188159,0.15032282989963663,0
14,5,1,-3,0.5152386560773528,0.6632746299005361,0.0,0
14,10,0,-4,0.6074829378095176,0.4024620356729824,0.0,1
19,3,0,4,0.4542481397742965,0.4826570652097944,0.06309479501590909,0
6,3,0,-5,0.5803021160281883,0.5590196418552752,0.0,1
5,10,1,-10,0.4932967946580508,0.5098944947938966,0.0,1
4,6,0,8,0.5696758363559621,0.23177361786175918,0.1985505457822787,1
18,7,0,4,0.6604145142520107,0.31150368302507175,0.028081802722917493,0
15,9,1,9,0.5415707113967587,0.5256206112514992,0.0,1
12,2,0,7,0.649093708077303,0.6315743742957317,0.0,1
10,4,1,-5,0.20403227043112296,0.7927385677247886,0.0032291618440885017,1
14,4,0,6,0.4262736778646971,0.2508583417888049,0.2,0
11,3,0,-7,0.3622344390182818,0.6822182091771768,0.0,1
20,3,0,-2,0.4539636810898074,0.4198508094358738,0.12618550947431884,0
14,10,0,-6,0.27330645527743036,0.7806465402511137,0.0,1
6,9,0,-10,0.48984712953080384,0.9,0.0,1
7,10,1,2,0.33846216592502404,0.3970628237655646,0.2,1
19,1,1,-1,0.5171055326861848,0.5157516303866104,0.0,0
18,9,1,4,0.486684398256005,0.34404357529274526,0.16927202645124972,0
6,7,1,-2,0.47815954566083724,0.42776192522681017,0.0940785291123526,1
12,1,0,7,0.5843433776114648,0.4341933461637937,0.0,1
15,8,1,0,0.6488455652924081,0.639740651682795,0.0,1
7,8,0,-2,0.22340946090303362,0.7476093718106617,0.028981167286304732,1
5,6,0,-2,0.5204279109244838,0.8297681599564007,0.0,1
8,8,0,-1,0.281295250725536,0.7326475679231266,0.0,1
12,4,0,1,0.2520677722158287,0.3161356762823682,0.2,0
20,6,0,-8,0.3912960728791093,0.8979348414916447,0.0,0
5,5,0,-2,0.577402266352544,0.8107669308621959,0.0,1
19,2,1,7,0.7523170805064301,0.174283756612104,0.07339916288146586,0
15,2,0,-3,0.35701164907854227,0.6435734266946496,0.0,0
18,5,1,4,0.4100944419403847,0.30943929901788575,0.2,0
16,2,0,10,0.8061156330021186,0.1303150702806169,0.06356929671726452,0
6,1,1,-7,0.4110983436437765,0.8106725221091301,0.0,1
13,6,0,3,0.49505140213819837,0.6615716311890449,0.0,0
13,1,0,0,0.4664065705799351,0.4461114560299875,0.08748197339007735,1
7,4,1,-8,0.11308516437615537,0.6052211040136771,0.2,1
16,8,0,-4,0.20557611798251146,0.6616954221214164,0.13272845989607207,1
20,10,1,10,0.8345676023264865,0.3738320107048903,0.0,0
9,5,1,-1,0.5474126968549388,0.4653359797198537,0.0,1
11,1,0,3,0.4703776892620547,0.5168360873865288,0.012786223351416548,1
13,9,1,-3,0.297137577487748,0.6080295991906288,0.09483282332162313,1
14,6,1,5,0.5470138365710223,0.36245921451915186,0.09052694890982582,0
18,8,1,-7,0.5415336914398412,0.7483104673765054,0.0,0
8,8,1,-7,0.5301071527952491,0.4883633413315295,0.0,1
7,7,1,-8,0.2761926101845119,0.734623898096864,0.0,1
6,1,0,-2,0.3766279346156809,0.6072328632419393,0.01613920214237985,1
4,5,0,0,0.26851777797167853,0.3070085797063401,0.2,1
6,10,1,-1,0.5651259393484129,0.4298156438877526,0.00505841676383445,1
21,5,0,1,0.34931334015866966,0.6535563416040372,0.0,0
4,9,1,6,0.44161585143225407,0.2033313705965068,0.2,1
7,2,1,1,0.6125895364836854,0.6673427294182396,0.0,1
14,5,0,-10,0.13662174458328114,0.9,0.0,0
10,1,0,-6,0.1307922034451196,0.5140981185762009,0.2,1
18,6,0,-4,0.6157239071500287,0.5960101500082888,0.0,0
5,8,0,-9,0.15341796455875328,0.8846736225514988,0.0,1
15,4,0,-8,0.27927613654242933,0.8688503769778605,0.0,0
17,2,1,10,0.5188404112274112,0.3328735963710913,0.14828599240149742,0
6,6,1,-10,0.2353123937498633,0.6612771226265024,0.10341048362363425,1
20,4,0,10,0.5004329889982608,0.2447588835380714,0.2,0
20,4,0,1,0.6541161916940998,0.5742772285979144,0.0,0
11,7,0,7,0.7805011915940934,0.17239329220666938,0.04710551619923731,1
9,10,1,-2,0.19294403505699018,0.6194843215061988,0.187571643436811,1
16,2,1,-6,0.5518288999466101,0.6277672887523681,0.0,0
18,7,1,2,0.579419498259937,0.5670840340449412,0.0,0
8,7,1,-6,0.23957029407799246,0.6077919063595871,0.1526377995624204,1
20,1,0,-5,0.54114470140246,0.6297582394290172,0.0,0
11,7,0,1,0.6111141873217547,0.7043457084471957,0.0,1
16,9,1,-2,0.5834696972230198,0.735807110722632,0.0,1
11,3,1,0,0.3171643729009455,0.6204329577321908,0.06240266936686378,1
19,8,1,-3,0.2618834655880981,0.38250745191763935,0.2,0
14,6,1,8,0.4340661097144397,0.3455449983733089,0.2,0
9,9,1,-10,0.44090335058058866,0.5616550715907482,0.0,1
9,6,0,2,0.536495442286347,0.3181653296498714,0.14533922806378152,1
14,7,1,-3,0.4925666410268576,0.7409857814534309,0.0,1
6,9,0,-8,0.1811606587073666,0.6768404008476984,0.141998940444935,1
14,8,1,3,0.3799639654632911,0.5605492032177053,0.059486831319003564,1
12,10,1,-8,0.43744829463533486,0.653652484923644,0.0,1
17,6,1,-8,0.39347711038955213,0.748993023861282,0.0,0
20,4,1,0,0.31175607722486465,0.6077811122844343,0.08046281049070103,0
21,5,0,5,0.3081785566914309,0.43718953695649243,0.2,0
9,2,0,4,0.7715128276019942,0.5237796164455496,0.0,1
21,2,1,-5,0.43957154684755373,0.899643850889743,0.0,0
16,8,1,8,0.7308765204842178,0.3641884074861895,0.0,1
20,8,0,7,0.6971831820326886,0.4408693650754928,0.0,0
19,4,1,2,0.3576772110528542,0.6669524502373996,0.0,0
7,4,1,-10,0.2984906935568384,0.8573037048836432,0.0,1
10,4,0,10,0.8978885758783857,0.19700105105768434,0.0,1
20,10,1,1,0.5685469961085923,0.621113758174303,0.0,0
5,7,1,-10,0.1,0.6913723935218896,0.2,1
13,6,0,-10,0.1,0.8193534389689596,0.1709407338376181,0
15,4,0,-3,0.44839351019942436,0.49348229040757746,0.05812419939299818,0
5,9,0,7,0.3990566335737428,0.41254827790946,0.1883950885167971,1
12,5,1,9,0.5684281280378303,0.5296342136321026,0.0,0
17,1,1,7,0.4382462326490486,0.32253138801614495,0.2,0
5,2,0,1,0.641633348569973,0.3973390821692603,0.0,1
15,6,1,10,0.6078831168173744,0.4327918466350324,0.0,0
6,10,1,10,0.8290794502952592,0.4446441815653421,0.0,1
20,3,1,-3,0.23522797619740887,0.3663974008173981,0.2,0
